time,load@tsung_controller@Wonko-the-Sane 
0,0.111111111111111 
9,0.111111111111111 
19,0.111111111111111 
29,0.111111111111111 
39,0.111111111111111 
49,0.111111111111111 
59,0.111111111111111 
69,0.111111111111111 
79,0.111111111111111 
89,0.111111111111111 
99,0.111111111111111 
109,0.111111111111111 
119,0.111111111111111 
129,0.111111111111111 
139,0.111111111111111 
149,0.111111111111111 
159,0.111111111111111 
169,0.111111111111111 
179,0.111111111111111 
