time,freemem@tsung_controller_69@Wonko-the-Sane 
0,25.34765625 
10,25.34765625 
20,25.34765625 
30,25.34765625 
40,25.34765625 
50,25.34765625 
60,25.34765625 
70,23.71484375 
80,16.62109375 
90,16.62109375 
100,16.62109375 
110,16.62109375 
120,16.58203125 
130,16.58203125 
140,16.390625 
150,16.390625 
160,16.390625 
170,16.390625 
180,16.390625 
189,16.390625 
