time,load@tsung_controller_69@Wonko-the-Sane 
0,1.45703125 
10,1.38671875 
20,1.38671875 
30,1.38671875 
40,1.38671875 
50,1.38671875 
60,1.38671875 
70,1.38671875 
80,1.38671875 
90,1.38671875 
100,1.38671875 
110,1.38671875 
120,1.38671875 
130,1.38671875 
140,1.38671875 
150,1.38671875 
160,1.38671875 
170,1.38671875 
180,1.38671875 
189,1.38671875 
