time,page 
0,0.5 
10,0 
20,0.3 
30,0.1 
40,0.3 
50,0.2 
60,0.1 
70,0.2 
80,1.3 
90,1.2 
100,0.9 
110,1.5 
120,0.9 
130,0.5 
140,0.3 
150,1.7 
160,0.5 
170,1 
180,3.2 
189,6.8 
