time,connect,request 
0,494.8722612489814,514.3510204184128 
10,0.0,0 
20,150.276123046875,185.93083318970025 
30,0.0,0.0 
40,46.4532297152252,33.98670789893749 
50,102.16729983476615,247.79443359375 
60,0,0.0 
70,70.4423828125,425.0740966796875 
80,243.78569072164115,348.2677736062248 
90,513.5180576993748,553.8916491012394 
100,458.39170005166676,1501.5082478436066 
110,629.1284085983668,1754.0767198876677 
120,393.9212637343863,1226.8630270402707 
130,878.9070462938521,636.6046874313025 
140,1693.1665411449517,1439.3149392652363 
150,1679.3955235253313,2056.867251839679 
160,625.5555606523451,2310.90148967416 
170,0,2083.3832186237382 
180,441.3437972693812,458.7675623614612 
189,483.3347238131942,631.0139335884991 
