time,page 
0,109.85400390625 
10,106.6171875 
20,104.278076171875 
30,104.278076171875 
40,103.69189453125 
50,103.69189453125 
60,103.69189453125 
70,99.696044921875 
80,99.4580078125 
90,99.4580078125 
100,99.4580078125 
110,99.4580078125 
120,99.4580078125 
130,99.4580078125 
140,99.4580078125 
150,99.4580078125 
160,99.4580078125 
170,99.4580078125 
180,95.700927734375 
190,95.700927734375 
200,95.700927734375 
210,95.700927734375 
220,95.700927734375 
230,95.700927734375 
240,95.700927734375 
250,95.700927734375 
260,95.700927734375 
270,95.700927734375 
280,95.700927734375 
290,95.700927734375 
300,95.700927734375 
310,95.700927734375 
320,95.700927734375 
330,95.700927734375 
340,95.700927734375 
350,95.700927734375 
360,95.700927734375 
370,95.700927734375 
380,95.700927734375 
390,95.700927734375 
400,95.700927734375 
410,95.700927734375 
420,95.700927734375 
430,95.700927734375 
440,95.700927734375 
450,95.700927734375 
460,95.700927734375 
470,95.700927734375 
480,95.700927734375 
490,93.8310546875 
500,93.8310546875 
510,93.8310546875 
520,93.8310546875 
530,93.8310546875 
540,93.8310546875 
550,93.8310546875 
560,93.8310546875 
570,93.8310546875 
580,93.8310546875 
590,93.8310546875 
600,93.8310546875 
610,93.8310546875 
620,93.8310546875 
630,93.8310546875 
640,93.8310546875 
650,93.8310546875 
660,93.8310546875 
670,93.8310546875 
680,93.8310546875 
690,93.8310546875 
700,93.8310546875 
710,93.8310546875 
720,93.8310546875 
730,93.8310546875 
740,93.8310546875 
750,93.8310546875 
760,93.8310546875 
770,93.8310546875 
780,93.8310546875 
790,93.8310546875 
793,93.8310546875 
