time,connect,request 
0,35.20654296875,37.8494873046875 
10,4.67807468564776,2.4204828588604657 
20,0.0,0.0 
30,0,0 
40,18.004856983450043,18.33559491014872 
50,11.835779181870443,11.219434579135665 
60,12.46089460185502,15.334098958124628 
70,3.5519008859593613,7.84391635110456 
80,3.4259809343148837,16.882885637918776 
90,2.196139932758503,4.43068917517519 
100,3.512600361079203,5.979818020342475 
110,276.80164012677005,278.32134374438334 
120,3.205821336687114,5.41091624665871 
130,3.2391912395178886,5.569891900722526 
140,3.1547430173697526,5.718641194910054 
150,2.945036701271625,2.727448544528257 
160,0,0 
170,0,0 
180,5.357284559579453,10.331837805471467 
190,4.004082074894341,7.2179725058547755 
200,0,0 
210,0,0 
220,0,0 
230,0,0 
240,0,0 
250,0,0 
260,0,0 
270,0,0 
280,0,0 
290,0,0 
300,13.900909348221738,17.075720637429832 
310,1.0915554236863334,2.5422559015899258 
320,0.0,0.0 
330,0.0,0.0 
340,1.8560791015625,6.014892578125 
350,0.0,0.0 
360,0.0,0.0 
370,35.36339896455591,34.86324801030017 
380,3.691217268824881,3.8050936960178134 
390,1.8071546617150125,2.6241875651472175 
400,7.3584964086964115,8.347647996773631 
410,2.2540855503001094,4.80983144720824 
420,4.415962929014387,6.853309719662334 
430,2.6169106513604374,4.769255010832777 
440,20.349162383145536,18.26491050491003 
450,2.203155327987245,5.695604290388239 
460,11.138460269065199,10.797272638234318 
470,3.788596016080847,8.989936572870585 
480,3.886493182633137,6.384669090291985 
490,4.50955918764986,6.350741898076876 
500,0,0 
510,0,0 
520,0,0 
530,0,0 
540,0,0 
550,0,0 
560,0,0 
570,0,0 
580,0,0 
590,0,0 
600,16.47998046875,16.030029296875 
610,1.9991734339769265,1.728765862521539 
620,3.023809679569173,1.8669704742078876 
630,4.7132682978425064,3.6330776277003487 
640,0,0 
650,0,0 
660,3.533009708817982,4.9921970104792015 
670,6.651578411152704,7.144142806308861 
680,2.2561996548273155,5.190311621624601 
690,4.40437497829635,4.575115222857094 
700,3.1299606790601646,5.585176252638157 
710,8.25478671175034,8.061291673608293 
720,4.177868588910172,5.872405749062388 
730,2.5081361723374624,4.662456864893811 
740,11.860749720240271,13.084376319387331 
750,1.5014833872076467,13.133326199189941 
760,0,0 
770,0,0 
780,2.2998858787323417,3.9808098106778673 
790,74.9705176841176,100.78985753499734 
793,0,0 
