time,load@tsung_controller_69@Wonko-the-Sane 
0,1.45703125 
10,1.45703125 
20,1.56640625 
30,1.56640625 
40,1.56640625 
50,1.56640625 
60,1.56640625 
70,1.60546875 
80,2.03515625 
90,2.03515625 
100,2.03515625 
110,2.03515625 
120,2.03515625 
130,2.03515625 
140,2.03515625 
150,2.03515625 
160,2.03515625 
170,2.03515625 
180,2.03515625 
189,2.03515625 
