time,load@tsung_controller_69@Wonko-the-Sane 
0,1.45703125 
10,1.38671875 
20,1.56640625 
30,1.55078125 
40,1.46484375 
50,1.546875 
60,1.54296875 
70,1.60546875 
80,2.03515625 
90,1.94921875 
100,2.0234375 
110,1.859375 
120,1.87890625 
130,1.82421875 
140,1.8515625 
150,1.87109375 
160,1.81640625 
170,2.0 
180,1.91796875 
189,1.85546875 
