time,freemem@tsung_controller_69@Wonko-the-Sane 
0,25.34765625 
10,31.1640625 
20,31.1640625 
30,65.6171875 
40,65.6171875 
50,65.6171875 
60,65.6171875 
70,65.6171875 
80,65.6171875 
90,65.6171875 
100,65.6171875 
110,65.6171875 
120,65.6171875 
130,65.6171875 
140,65.6171875 
150,65.6171875 
160,65.6171875 
170,65.6171875 
180,65.6171875 
189,65.6171875 
