time,freemem@tsung_controller_69@Wonko-the-Sane 
0,25.34765625 
10,31.1640625 
20,25.56640625 
30,65.6171875 
40,59.3359375 
50,54.96875 
60,50.4375 
70,23.71484375 
80,16.62109375 
90,16.7890625 
100,19.96484375 
110,25.00390625 
120,16.58203125 
130,25.875 
140,16.390625 
150,19.86328125 
160,32.32421875 
170,25.9609375 
180,19.94921875 
189,22.171875 
