time,connect,request 
0,413.48564453125,709.03818359375 
10,148.383056640625,0 
20,263.2919921875,466.8646647135417 
30,168.902099609375,474.283935546875 
40,138.2900390625,361.7354329427083 
50,337.2797037760417,1008.29248046875 
60,0,743.402099609375 
70,175.5634765625,674.0289306640625 
80,338.593017578125,709.2943960336538 
90,595.0089956430288,960.7913004557291 
100,975.4044325086805,2424.6431749131943 
110,721.07041015625,1841.7194661458334 
120,584.197021484375,1629.4831000434028 
130,967.7188313802084,1389.32861328125 
140,6344.844563802083,9988.097819010416 
150,5451.883980887277,11102.43586282169 
160,8798.007612748579,14002.176416015625 
170,0,12823.215087890625 
180,1091.935302734375,2147.3706588745117 
189,1493.4714184141997,2981.826067756204 
