time,connect,request 
0,103.361083984375,233.80908203125 
10,103.361083984375,233.80908203125 
20,103.361083984375,218.27099609375 
30,103.361083984375,218.27099609375 
40,95.10107421875,218.27099609375 
50,95.10107421875,218.27099609375 
60,95.10107421875,218.27099609375 
70,95.10107421875,218.27099609375 
80,95.10107421875,218.27099609375 
90,95.10107421875,218.27099609375 
100,95.10107421875,218.27099609375 
110,95.10107421875,218.27099609375 
120,72.89892578125,156.284912109375 
130,72.89892578125,156.284912109375 
140,72.89892578125,156.284912109375 
150,72.89892578125,156.284912109375 
160,72.89892578125,156.284912109375 
170,72.89892578125,156.284912109375 
180,72.89892578125,156.284912109375 
189,72.89892578125,156.284912109375 
