time,200 
0,2 
10,2 
20,7 
30,11 
40,13 
50,15 
60,19 
70,29 
80,42 
90,57 
100,65 
110,76 
120,87 
130,98 
140,111 
150,115 
160,115 
170,115 
180,196 
187,215 
