time,freemem@tsung_controller_73@Wonko-the-Sane 
0,24.02734375 
10,24.02734375 
20,20.45703125 
30,20.45703125 
40,20.45703125 
50,20.45703125 
60,20.45703125 
70,17.3359375 
80,17.3359375 
90,17.3359375 
100,17.3359375 
110,17.3359375 
120,17.3359375 
130,17.3359375 
140,16.1484375 
150,16.1484375 
160,16.1484375 
170,16.1484375 
180,16.1484375 
187,16.1484375 
