time,page 
0,748.27783203125 
10,748.27783203125 
20,748.27783203125 
30,453.29296875 
40,453.29296875 
50,453.29296875 
60,453.29296875 
70,453.29296875 
80,272.633056640625 
90,272.633056640625 
100,272.633056640625 
110,180.678955078125 
120,129.91796875 
130,129.91796875 
140,129.91796875 
150,126.176025390625 
160,126.176025390625 
170,126.176025390625 
180,120.237060546875 
187,120.237060546875 
