time,freemem@tsung_controller_73@Wonko-the-Sane 
0,24.02734375 
10,34.0546875 
20,20.45703125 
30,21.7890625 
40,24.62890625 
50,27.3359375 
60,23.390625 
70,17.3359375 
80,32.359375 
90,27.09765625 
100,22.45703125 
110,24.43359375 
120,20.45703125 
130,19.34375 
140,16.1484375 
150,18.93359375 
160,20.51171875 
170,23.46484375 
180,31.640625 
187,27.4296875 
