time,freemem@tsung_controller_121@Wonko-the-Sane 
0,23.03515625 
10,23.59375 
20,16.96875 
30,15.734375 
40,15.359375 
50,29.48828125 
60,66.8515625 
70,51.65234375 
80,29.05859375 
90,16.65625 
100,15.7578125 
110,18.7265625 
120,23.78515625 
130,17.3828125 
140,24.26171875 
150,20.5703125 
160,21.92578125 
170,19.8046875 
180,20.2890625 
190,35.66796875 
195,30.3671875 
