time,session 
0,0 
10,0.0 
20,5.236480020124417 
30,4.358259827885651 
40,0 
50,0.0 
60,8.5045166015625 
70,0 
80,0.0 
90,3.205979990232782 
100,5.161821164285795 
110,6.8659646310247595 
120,9.230183295486587 
130,9.049457165361774 
140,12.900200129182249 
150,7.5893587130312135 
160,7.594360535443749 
170,8.459946041541013 
180,5.193015864411468 
190,7.746312959350976 
195,0 
