time,load@tsung_controller_121@Wonko-the-Sane 
0,1.79296875 
10,1.79296875 
20,1.79296875 
30,1.79296875 
40,1.79296875 
50,1.79296875 
60,1.74609375 
70,1.6328125 
80,1.61328125 
90,1.61328125 
100,1.57421875 
110,1.57421875 
120,1.5390625 
130,1.30078125 
140,1.30078125 
150,1.30078125 
160,1.30078125 
170,1.30078125 
180,1.30078125 
190,1.30078125 
195,1.30078125 
