time,connect,request 
0,0.0,0.0 
10,0.0,0.0 
20,1.6503635662601943,5.462284302253734 
30,3.8596835680159227,4.370840985570563 
40,0,0 
50,0.0,0.0 
60,3.6241455078125,8.5999755859375 
70,0,0 
80,0,0 
90,3.304239312480144,3.549260203417309 
100,3.6683951154087353,5.182056504801942 
110,4.722873614689351,6.749131549890267 
120,2.6029538006644914,9.071964653944002 
130,4.7256965911105,9.244731781436537 
140,3.145735937309754,12.947836811988696 
150,5.413700193586164,7.802689465144833 
160,6.948764857877495,7.188641975418498 
170,2.86329878151823,8.427144848614152 
180,3.4992739370057655,5.3592598443207535 
190,4.150883903843263,7.591748314786498 
195,0,0 
