time,freemem@tsung_controller_121@Wonko-the-Sane 
0,23.03515625 
10,23.03515625 
20,16.96875 
30,15.734375 
40,15.359375 
50,15.359375 
60,15.359375 
70,15.359375 
80,15.359375 
90,15.359375 
100,15.359375 
110,15.359375 
120,15.359375 
130,15.359375 
140,15.359375 
150,15.359375 
160,15.359375 
170,15.359375 
180,15.359375 
190,15.359375 
195,15.359375 
