time,load@tsung_controller_121@Wonko-the-Sane 
0,1.79296875 
10,1.8984375 
20,1.9140625 
30,1.9140625 
40,1.94140625 
50,1.94140625 
60,1.94140625 
70,1.94140625 
80,1.94140625 
90,1.94140625 
100,1.94140625 
110,1.94140625 
120,1.94140625 
130,1.94140625 
140,1.94140625 
150,1.94140625 
160,1.94140625 
170,1.94140625 
180,1.94140625 
190,1.94140625 
195,1.94140625 
