time,load@tsung_controller_121@Wonko-the-Sane 
0,1.79296875 
10,1.8984375 
20,1.9140625 
30,1.84765625 
40,1.94140625 
50,1.796875 
60,1.74609375 
70,1.6328125 
80,1.61328125 
90,1.6796875 
100,1.57421875 
110,1.640625 
120,1.5390625 
130,1.30078125 
140,1.328125 
150,1.359375 
160,1.45703125 
170,1.5 
180,1.49609375 
190,1.5703125 
195,1.5546875 
