time,200 
0,1 
10,2 
20,5 
30,8 
40,8 
50,9 
60,11 
70,11 
80,11 
90,21 
100,35 
110,48 
120,56 
130,70 
140,76 
150,87 
160,100 
170,108 
180,133 
190,211 
195,211 
