time,size_sent,size_rcv 
0,0.1125,0.00078125 
10,0.1125,0.00078125 
20,0.3375,0.00234375 
30,0.3375,0.00234375 
40,0,0 
50,0.1125,0.00078125 
60,0.23125,0.0015625 
70,0,0 
80,0,0 
90,1.1375,0.0078125 
100,1.59375,0.0109375 
110,1.4875,0.01015625 
120,0.90625,0.00625 
130,1.59375,0.0109375 
140,0.675,0.0046875 
150,1.25625,0.00859375 
160,1.48125,0.01015625 
170,0.90625,0.00625 
180,2.94375,0.01953125 
190,8.775,0.0609375 
195,0,0 
