time,page 
0,0.1 
10,0.1 
20,0.3 
30,0.3 
40,0 
50,0.1 
60,0.2 
70,0 
80,0 
90,1 
100,1.4 
110,1.3 
120,0.8 
130,1.4 
140,0.6 
150,1.1 
160,1.3 
170,0.8 
180,2.5 
190,7.8 
195,0 
