time,connect,request 
0,138.65283203125,218.342041015625 
10,61.901123046875,126.610107421875 
20,60.0810546875,126.610107421875 
30,60.0810546875,126.610107421875 
40,60.0810546875,126.610107421875 
50,58.282958984375,125.926025390625 
60,56.94482421875,122.7880859375 
70,56.94482421875,122.7880859375 
80,56.94482421875,122.7880859375 
90,56.94482421875,122.7880859375 
100,55.966064453125,119.89501953125 
110,55.966064453125,119.89501953125 
120,55.966064453125,119.89501953125 
130,55.966064453125,119.89501953125 
140,55.966064453125,119.89501953125 
150,55.966064453125,119.89501953125 
160,55.966064453125,119.89501953125 
170,55.966064453125,119.89501953125 
180,55.966064453125,119.89501953125 
190,55.658935546875,119.89501953125 
195,55.658935546875,119.89501953125 
