time,size_sent,size_rcv 
0,0.1125,0.00078125 
10,0.225,0.0015625 
20,0.5625,0.00390625 
30,0.9,0.00625 
40,0.9,0.00625 
50,1.0125,0.00703125 
60,1.24375,0.00859375 
70,1.24375,0.00859375 
80,1.24375,0.00859375 
90,2.38125,0.01640625 
100,3.975,0.02734375 
110,5.4625,0.0375 
120,6.36875,0.04375 
130,7.9625,0.0546875 
140,8.6375,0.059375 
150,9.89375,0.06796875 
160,11.375,0.078125 
170,12.28125,0.084375 
180,15.225,0.10390625 
190,24,0.16484375 
195,24,0.16484375 
