time,connect,request 
0,138.65283203125,218.342041015625 
10,138.65283203125,218.342041015625 
20,138.65283203125,218.342041015625 
30,138.65283203125,218.342041015625 
40,138.65283203125,218.342041015625 
50,138.65283203125,218.342041015625 
60,138.65283203125,218.342041015625 
70,138.65283203125,218.342041015625 
80,138.65283203125,218.342041015625 
90,138.65283203125,218.342041015625 
100,138.65283203125,218.342041015625 
110,138.65283203125,218.342041015625 
120,138.65283203125,218.342041015625 
130,138.65283203125,218.342041015625 
140,138.65283203125,218.342041015625 
150,138.65283203125,218.342041015625 
160,138.65283203125,218.342041015625 
170,138.65283203125,218.342041015625 
180,138.65283203125,218.342041015625 
190,138.65283203125,218.342041015625 
195,138.65283203125,218.342041015625 
