time,connect,request 
0,67.071044921875,748.27783203125 
10,63.219970703125,748.27783203125 
20,61.239013671875,748.27783203125 
30,57.93994140625,453.29296875 
40,57.93994140625,453.29296875 
50,57.93994140625,453.29296875 
60,57.93994140625,453.29296875 
70,57.93994140625,453.29296875 
80,57.93994140625,272.633056640625 
90,57.93994140625,272.633056640625 
100,56.10595703125,272.633056640625 
110,56.10595703125,180.678955078125 
120,56.10595703125,129.91796875 
130,56.10595703125,129.91796875 
140,56.10595703125,129.91796875 
150,56.10595703125,126.176025390625 
160,56.10595703125,126.176025390625 
170,56.10595703125,126.176025390625 
180,56.10595703125,120.237060546875 
187,56.10595703125,120.237060546875 
