time,connect,request 
0,36.384033203125,40.1165771484375 
10,0.0,0 
20,15.626445118237534,91.01345509225887 
30,2.869855867542947,131.35372760650893 
40,1.1400146484375,27.6329345703125 
50,2.948974609375,59.9788818359375 
60,3.217453978082661,74.18459423704809 
70,4.237950969687041,43.74524191960953 
80,2.4937756143595347,105.97448716261523 
90,3.181268398512337,113.43355386361144 
100,15.61748722487239,256.1433453328138 
110,14.026763515661415,305.1651236725204 
120,10.06029923845059,160.9471436133258 
130,2.5700913080738395,88.2697222883912 
140,11.108905528498726,122.66430736296041 
150,3.2906201829675767,30.626732266587442 
160,0,0 
170,0,0 
180,3.4520338122489376,75.53377775100626 
187,3.0800360899369483,20.582308753602028 
