time,load@tsung_controller_73@Wonko-the-Sane 
0,1.5 
10,1.5703125 
20,1.63671875 
30,1.69140625 
40,1.65625 
50,1.62890625 
60,1.61328125 
70,1.59765625 
80,1.6640625 
90,1.71484375 
100,1.6796875 
110,1.65234375 
120,1.6328125 
130,1.453125 
140,1.30859375 
150,1.3359375 
160,1.28125 
170,1.38671875 
180,1.47265625 
187,1.47265625 
