time,load@tsung_controller_73@Wonko-the-Sane 
0,1.5 
10,1.5703125 
20,1.63671875 
30,1.69140625 
40,1.69140625 
50,1.69140625 
60,1.69140625 
70,1.69140625 
80,1.69140625 
90,1.71484375 
100,1.71484375 
110,1.71484375 
120,1.71484375 
130,1.71484375 
140,1.71484375 
150,1.71484375 
160,1.71484375 
170,1.71484375 
180,1.71484375 
187,1.71484375 
