time,page 
7,7662.023583984375 
17,128.6483154296875 
27,132.85009765625 
37,130.6434326171875 
47,130.18499755859375 
57,132.609375 
67,135.69314575195313 
77,134.63905552455358 
87,131.70947265625 
97,133.79293823242188 
107,135.99247233072916 
117,133.876220703125 
127,136.38411458333334 
137,129.59443803267047 
147,136.20068359375 
157,135.749755859375 
165,132.13072858537947 
