time,load@tsung_controller_113@Wonko-the-Sane 
0,1.97578125 
17,2.06640625 
27,2.2890625 
37,2.25 
47,2.56640625 
57,2.546875 
67,2.46875 
77,2.3203125 
87,2.3515625 
97,2.21484375 
107,2.18359375 
117,2.30859375 
127,2.1875 
137,2.3125 
147,2.34765625 
157,2.375 
165,2.23828125 
