time,load@tsung_controller_113@Wonko-the-Sane 
0,0.07596225162457337 
17,0.0 
27,0.0 
37,0.0 
47,0.0 
57,0.0 
67,0.0 
77,0.0 
87,0.0 
97,0.0 
107,0.0 
117,0.0 
127,0.0 
137,0.0 
147,0.0 
157,0.0 
165,0.0 
