time,size_sent,size_rcv 
7,0.803571428571429,0.00558035714285714 
17,1.44642857142857,0.0100446428571429 
27,1.60714285714286,0.0111607142857143 
37,1.9375,0.0133928571428571 
47,3.40178571428571,0.0223214285714286 
57,5.51785714285714,0.0379464285714286 
67,6.83928571428571,0.046875 
77,7.96428571428571,0.0546875 
87,8.77678571428571,0.0602678571428571 
97,10.0803571428571,0.0691964285714286 
107,11.0535714285714,0.0758928571428571 
117,11.8571428571429,0.0814732142857143 
127,12.8214285714286,0.0881696428571429 
137,14.625,0.100446428571429 
147,16.25,0.111607142857143 
157,28.6071428571429,0.1953125 
165,32.9910714285714,0.2265625 
