time,freemem@tsung_controller_113@Wonko-the-Sane 
0,53.98828125 
17,53.98828125 
27,53.98828125 
37,53.98828125 
47,53.98828125 
57,53.98828125 
67,53.98828125 
77,53.98828125 
87,53.98828125 
97,53.98828125 
107,53.98828125 
117,53.98828125 
127,53.98828125 
137,53.98828125 
147,53.98828125 
157,61.3671875 
165,61.3671875 
