time,cpu@tsung_controller_113@Wonko-the-Sane 
0,0.714285714285714 
17,0.142857142857143 
27,0.142857142857143 
37,0.142857142857143 
47,0.142857142857143 
57,0.142857142857143 
67,0.142857142857143 
77,0.142857142857143 
87,0.142857142857143 
97,0.142857142857143 
107,0.142857142857143 
117,0.142857142857143 
127,0.142857142857143 
137,0.142857142857143 
147,0.142857142857143 
157,0.142857142857143 
165,0.142857142857143 
