time,load@tsung_controller_113@Wonko-the-Sane 
0,1.8828125 
17,1.8828125 
27,1.8828125 
37,1.8828125 
47,1.8828125 
57,1.8828125 
67,1.8828125 
77,1.8828125 
87,1.8828125 
97,1.8828125 
107,1.8828125 
117,1.8828125 
127,1.8828125 
137,1.8828125 
147,1.8828125 
157,1.8828125 
165,1.8828125 
