time,load@tsung_controller_113@Wonko-the-Sane 
0,2.0703125 
17,2.0703125 
27,2.2890625 
37,2.2890625 
47,2.56640625 
57,2.56640625 
67,2.56640625 
77,2.56640625 
87,2.56640625 
97,2.56640625 
107,2.56640625 
117,2.56640625 
127,2.56640625 
137,2.56640625 
147,2.56640625 
157,2.56640625 
165,2.56640625 
