time,size_sent,size_rcv 
7,0.803571428571429,0.00558035714285714 
17,0.642857142857143,0.00446428571428571 
27,0.160714285714286,0.00111607142857143 
37,0.330357142857143,0.00223214285714286 
47,1.46428571428571,0.00892857142857143 
57,2.11607142857143,0.015625 
67,1.32142857142857,0.00892857142857143 
77,1.125,0.0078125 
87,0.8125,0.00558035714285714 
97,1.30357142857143,0.00892857142857143 
107,0.973214285714286,0.00669642857142857 
117,0.803571428571429,0.00558035714285714 
127,0.964285714285714,0.00669642857142857 
137,1.80357142857143,0.0122767857142857 
147,1.625,0.0111607142857143 
157,12.3571428571429,0.0837053571428571 
165,4.38392857142857,0.03125 
